"","year_start","month_start","year_end","month_end","permno","n_obs","R2_long","R2_short","tau_pi_R"
"317",1961,12,1980,12,10372,20,0.0828279452544426,0.0639923114087946,0.0201233751338065
"318",1962,12,1981,12,10372,20,0.141874388347442,0.097447813351956,0.0492232755653499
"319",1963,12,1982,12,10372,20,0.143776889061491,0.0443729167157176,0.104019626572474
"320",1964,12,1983,12,10372,20,0.0561774387010334,0.0113679124160844,0.045324774350039
"321",1965,12,1984,12,10372,20,0.0541166086493648,0.0133722772470602,0.0412965604581003
"322",1966,12,1985,12,10372,20,0.0471613828725789,0.00470299896091878,0.042659009187543
"323",1967,12,1986,12,10372,20,0.0475924127295033,0.00513818428436585,0.0426734927147635
"324",1987,12,2006,12,10375,20,0.0374121693450777,0.0332377642325935,0.00431792322666653
"325",1988,12,2007,12,10375,20,0.101945075628671,0.00570325545948819,0.096793860281277
"326",1989,12,2008,12,10375,20,0.120152041953659,0.0385302675990841,0.0848927133158472
"327",1990,12,2009,12,10375,20,0.14466784540045,0.0327026942361257,0.115750504521364
"328",1991,12,2010,12,10375,20,0.22450554150846,0.0537736821537046,0.180434486057583
"329",1992,12,2011,12,10375,20,0.218027259763731,0.0551568046549124,0.17237829082246
"330",1993,12,2012,12,10375,20,0.323382446973961,0.00640951990608643,0.319017677220412
"331",1994,12,2013,12,10375,20,0.535112799160935,0.391572404475147,0.235920256973164
"332",1995,12,2014,12,10375,20,0.505766188633637,0.375469104285105,0.208631927167322
"333",1996,12,2015,12,10375,20,0.427537181775547,0.295992957082212,0.186850722612297
"334",1997,12,2016,12,10375,20,0.52234951584676,0.262163116197494,0.352634037903301
"335",1987,12,2006,12,10383,20,0.425029795035829,0.0908358417310959,0.36758373090846
"336",1994,12,2013,12,10395,20,0.0388140811726487,0.0214966114793275,0.0176979148937871
"337",1995,12,2014,12,10395,20,0.0227114575201744,0.00573157085778862,0.0170777691061104
"338",1996,12,2015,12,10395,20,0.0225094910799247,0.00398249150427115,0.0186010782116016
"339",1997,12,2016,12,10395,20,0.00939242944012901,0.00103904453406809,0.00836207347279631
"340",1994,12,2013,12,10397,20,0.404135083840388,0.0215439739003597,0.391015129688687
"341",1995,12,2014,12,10397,20,0.446709966591986,0.00720374379007074,0.442695286220923
"342",1996,12,2015,12,10397,20,0.452858051782209,0.0184956227734798,0.44254762290121
"343",1997,12,2016,12,10397,20,0.355594817043407,0.00450039082921666,0.352681631393748
"344",1960,12,1979,12,10401,20,0.326947825635284,0.326587247747246,0.000535448559345073
"345",1961,12,1980,12,10401,20,0.352627113874418,0.352258155059205,0.000569607812270208
"346",1962,12,1981,12,10401,20,0.357013090006524,0.356631125375511,0.000593694606746616
"347",1963,12,1982,12,10401,20,0.347012565378285,0.291352210435462,0.0785444557401726
"348",1964,12,1983,12,10401,20,0.346361416069645,0.222388748688036,0.159427563801894
"349",1965,12,1984,12,10401,20,0.20022539131517,0.159758082714535,0.0481614970262025
"350",1966,12,1985,12,10401,20,0.173661398872053,0.13211648811872,0.047869224595911
"351",1967,12,1986,12,10401,20,0.197311620716657,0.156191157280379,0.0487319655287625
"352",1968,12,1987,12,10401,20,0.147900264349676,0.0818554940848045,0.0719328709580838
"353",1969,12,1988,12,10401,20,0.154603506192675,0.0768779807680561,0.0841985390937681
"354",1970,12,1989,12,10401,20,0.130638275782816,0.0400073530083602,0.0944079343299852
"355",1971,12,1990,12,10401,20,0.115680370544335,0.0561979641650368,0.0630242403818032
"356",1972,12,1991,12,10401,20,0.1344308545561,0.0487875240199711,0.09003596220486
"357",1973,12,1992,12,10401,20,0.12502375285911,0.0317381684048053,0.096343345787594
"358",1974,12,1993,12,10401,20,0.101451797470727,0.0339914173175629,0.0698341416034202
"359",1975,12,1994,12,10401,20,0.111404340639483,0.0381921806573437,0.0761193229144006
"360",1976,12,1995,12,10401,20,0.089745993040739,0.033943803474529,0.0577628814627024
"361",1977,12,1996,12,10401,20,0.108921242061542,0.0188014695761753,0.0918466239920268
"362",1978,12,1997,12,10401,20,0.260372581405041,0.0640221502390414,0.209781066096966
"363",1979,12,1998,12,10401,20,0.250928328393681,0.0335223208287583,0.224946744503555
"364",1980,12,1999,12,10401,20,0.304365370730406,0.0574104910056957,0.261996210830098
"365",1981,12,2000,12,10401,20,0.359054216343964,0.00507320770185592,0.355785984840614
"366",1982,12,2001,12,10401,20,0.360616181818576,0.00161517623187446,0.359581793553063
"367",1983,12,2002,12,10401,20,0.419567269238666,0.0000315620533279895,0.41954894901164
"368",1984,12,2003,12,10401,20,0.605693026936203,0.000794209832789706,0.605379615546651
"369",1987,9,2006,9,10443,20,0.173356182165998,0.166032869406961,0.00878129663675002
"370",1988,9,2007,9,10443,20,0.169195134623148,0.166147037763042,0.00365543686734541
"371",1989,9,2008,9,10443,20,0.204195019595326,0.204194776062307,0.00000030602088510542
"372",1990,9,2009,9,10443,20,0.223193332483226,0.222049934571282,0.00146975745970795
"373",1991,9,2010,9,10443,20,0.295836190015151,0.295403283527366,0.000614403214865147
"374",1992,9,2011,9,10443,20,0.278946105013008,0.278668694443328,0.000384581353314829
"375",1993,9,2012,9,10443,20,0.275241821897068,0.274829422634583,0.000568692767407726
"376",1994,9,2013,9,10443,20,0.304253129669235,0.304162191156704,0.000130689237312283
"377",1995,9,2014,9,10443,20,0.298276848697244,0.298195776650431,0.000115519462715946
"378",1996,9,2015,9,10443,20,0.279297840089484,0.279260918382269,0.0000512275636999881
"379",1997,9,2016,9,10443,20,0.294916403920365,0.294087431186521,0.00117432777154991
"380",1960,12,1979,12,10460,20,0.116417672345366,0.0265362335296786,0.0923315709444308
"381",1961,12,1980,12,10460,20,0.165387286031211,0.0885935126619839,0.084258532758003
"382",1962,12,1981,12,10460,20,0.166251826905384,0.0809298952101578,0.0928350636698562
"383",1963,12,1982,12,10460,20,0.195191887357591,0.0990140708398629,0.10674730137837
"384",1964,12,1983,12,10460,20,0.237990068133239,0.0979173544087724,0.155277029670227
"385",1965,12,1984,12,10460,20,0.381578039157663,0.145469622690619,0.276301958053811
"386",1966,12,1985,12,10460,20,0.397777643578797,0.158303940974315,0.284513275352255
"387",1967,12,1986,12,10460,20,0.257854962225861,0.133532508092589,0.143481960136315
"388",1968,12,1987,12,10460,20,0.207356778588874,0.118542778906209,0.100758150886162
"389",1969,12,1988,12,10460,20,0.180015754102526,0.10801147554552,0.0807233238802509
"390",1970,12,1989,12,10460,20,0.152013269934676,0.144780609370965,0.00845708205749589
"391",1971,12,1990,12,10460,20,0.146773496189201,0.141695050839548,0.00591683102214436
"392",1972,12,1991,12,10460,20,0.161649071610908,0.158866322650925,0.00330833140429356
"393",1973,12,1992,12,10460,20,0.0719268561885319,0.0673933935021631,0.00486106645050809
"394",1974,12,1993,12,10460,20,0.0264677147184091,0.0213025941197262,0.00527754601948411
"395",1975,12,1994,12,10460,20,0.114302538868887,0.11217198156443,0.00239974100863804
"396",1976,12,1995,12,10460,20,0.125091074457842,0.121745729231159,0.00380908506571174
"397",1987,12,2006,12,10463,20,0.537411333172999,0.261990955135122,0.373193770393836
"398",1988,12,2007,12,10463,20,0.547562028572087,0.127561892845751,0.48140966365661
"399",1989,12,2008,12,10463,20,0.550327175218739,0.143108341878128,0.475227911814605
"400",1990,12,2009,12,10463,20,0.502177266922645,0.0959858097324825,0.449319780113144
"401",1991,12,2010,12,10463,20,0.450072137938124,0.0382287656968313,0.428213443646696
"402",1992,12,2011,12,10463,20,0.359983489416673,0.0080083841130545,0.354816613030459
"403",1993,12,2012,12,10463,20,0.302347466104916,0.000583364583859253,0.301940242765127
"404",1994,12,2013,12,10463,20,0.293674091647646,0.00417665281060449,0.290711640427107
"405",1995,12,2014,12,10463,20,0.255169283677793,0.00172722343199828,0.253880568713005
"406",1996,12,2015,12,10463,20,0.256560304892208,0.00142829112304768,0.255496937777354
"407",1997,12,2016,12,10463,20,0.404081452595365,0.00373187125478299,0.401849230934262
"408",1960,9,1979,9,10487,20,0.0342372896804209,0.0207483493771288,0.0137747434938836
"409",1961,9,1980,9,10487,20,0.0175243485665815,0.0170251169159444,0.000507878338733138
"410",1962,9,1981,9,10487,20,0.0981585032135083,0.0904009219769972,0.00852857200929889
"411",1963,9,1982,9,10487,20,0.246274782802796,0.230747474318334,0.020184930131626
"412",1964,9,1983,9,10487,20,0.265063556286273,0.14519552532933,0.140228595554702
"413",1965,9,1984,9,10487,20,0.17932065153385,0.0868071155785635,0.101307771373952
"414",1973,12,1992,12,10488,20,0.114183412117855,0.015271541892637,0.100445832971381
"415",1974,12,1993,12,10488,20,0.108691588850687,0.0231048361262808,0.087610990298105
"416",1975,12,1994,12,10488,20,0.0497482826001296,0.0187263238869752,0.0316139721958477
"417",1976,12,1995,12,10488,20,0.151731901415581,0.133758639279518,0.0207485614876598
"418",1977,12,1996,12,10488,20,0.151579340373228,0.146088473019805,0.00643025322874047
"419",1978,12,1997,12,10488,20,0.157236787786945,0.15325946641577,0.00469721386118075
"420",1979,12,1998,12,10488,20,0.176378294823194,0.168207347564251,0.00982329819218248
"421",1980,12,1999,12,10488,20,0.175163679667958,0.168273266679822,0.00828446737623709
"422",1981,12,2000,12,10488,20,0.195668938685673,0.182865014871897,0.0156692884857558
"423",1982,12,2001,12,10488,20,0.157023249791779,0.150016604890242,0.00824327268255802
"424",1983,12,2002,12,10488,20,0.164903196024478,0.164475816906441,0.000511510171321903
"425",1984,12,2003,12,10488,20,0.195132949517881,0.195066849755545,0.0000821183253733844
"426",1985,12,2004,12,10488,20,0.186568891306739,0.182873275819786,0.00452269565734902
"427",1991,4,2010,4,10501,20,0.188397426869697,0.0739907873106392,0.123548057612507
"428",1994,4,2013,4,10501,20,0.188699887783011,0.179031106369802,0.0117772810738968
"429",1988,3,2007,3,10507,20,0.0853064148207788,0.0462834414721235,0.040916740932851
"430",1989,3,2008,3,10507,20,0.108173805455569,0.0515064998097481,0.0597445376636261
"431",1990,3,2009,3,10507,20,0.041206413819071,0.0324411952390376,0.00905910683351068
"432",1991,3,2010,3,10507,20,0.0631171882666307,0.0282386726345704,0.0358920597577395
"433",1992,3,2011,3,10507,20,0.0988370432031711,0.0245602523462239,0.0761469798986611
"434",1993,3,2012,3,10507,20,0.10226368221976,0.0603680664154651,0.0445872626364134
"435",1994,3,2013,3,10507,20,0.096448573985602,0.0792563593373503,0.0186720970843509
"436",1988,1,2007,1,10514,20,0.573473492131742,0.546279858169941,0.0599348176435734
"437",1989,1,2008,1,10514,20,0.152406160068113,0.147217977879337,0.00608383157031621
"438",1990,1,2009,1,10514,20,0.127852966657179,0.125442311138159,0.00275642824907009
"439",1991,1,2010,1,10514,20,0.129986435858666,0.125679257425244,0.00492631390711191
"440",1992,1,2011,1,10514,20,0.12236635462039,0.120392106437296,0.0022444639225536
"441",1993,1,2012,1,10514,20,0.133577254312516,0.130379017003056,0.00367773705096038
"442",1994,1,2013,1,10514,20,0.155106924320866,0.152367817768584,0.00323148012746679
"443",1995,1,2014,1,10514,20,0.155991894260106,0.152823609875381,0.00373981666823819
"444",1996,1,2015,1,10514,20,0.175041006781993,0.173504057500769,0.00185959688631507
"445",1997,1,2016,1,10514,20,0.177305336159446,0.176612579315994,0.000841349802109462
"446",1960,6,1979,6,10516,20,0.0433369438327487,0.0285820808747766,0.0151889960721119
"447",1961,6,1980,6,10516,20,0.0273978194863194,0.019323370740482,0.00823354865908679
"448",1962,6,1981,6,10516,20,0.0362682208313225,0.0186159217049243,0.0179871464361485
"449",1963,6,1982,6,10516,20,0.029821554230852,0.0178573291140456,0.0121817587927566
"450",1964,6,1983,6,10516,20,0.0228743235591432,0.00918527503735687,0.0138159518393335
"451",1965,6,1984,6,10516,20,0.0140775402580183,0.00381570190743979,0.0103011444470941
"452",1966,6,1985,6,10516,20,0.0164731538632657,0.00392918040191412,0.0125934554195786
"453",1967,6,1986,6,10516,20,0.0140628958460687,0.00584584880065986,0.00826536512018366
"454",1968,6,1987,6,10516,20,0.031082080729918,0.00865136457215696,0.0226264659637933
"455",1969,6,1988,6,10516,20,0.0301266854366486,0.004624089282155,0.0256210702709307
"456",1970,6,1989,6,10516,20,0.157758056690699,0.00126629684258304,0.156690176123405
"457",1971,6,1990,6,10516,20,0.156694989899998,0.000772658179224466,0.156042899543415
"458",1972,6,1991,6,10516,20,0.166551123917778,0.000677452783143661,0.165986118892841
"459",1973,6,1992,6,10516,20,0.252092105435797,0.00315520300212064,0.249724834982718
"460",1974,6,1993,6,10516,20,0.210700455162208,0.04054860652612,0.177342854253429
"461",1975,6,1994,6,10516,20,0.156858364593818,0.00412041293369533,0.1533698989755
"462",1976,6,1995,6,10516,20,0.119706473192989,0.0035670462298474,0.116555184695278
"463",1977,6,1996,6,10516,20,0.0811456834267459,0.00280269662340091,0.0785631755501832
"464",1978,6,1997,6,10516,20,0.071852615506614,0.00844662973369647,0.063946114928628
"465",1979,6,1998,6,10516,20,0.178614913407242,0.0228105557726633,0.1594413023544
"466",1980,6,1999,6,10516,20,0.094965997606873,0.0031191969165566,0.092134185357192
"467",1981,6,2000,6,10516,20,0.0980782449299417,0.043901983582545,0.0566639198252893
"468",1982,6,2001,6,10516,20,0.0314599531194765,0.0115836200565129,0.020109271220394
"469",1983,6,2002,6,10516,20,0.0396300307310832,0.0088562123863047,0.031048793050371
"470",1984,6,2003,6,10516,20,0.0201412113339351,0.00000166477030854946,0.0201395800914015
"471",1985,6,2004,6,10516,20,0.0601051161073638,0.00523281259339227,0.0551609504300453
"472",1986,6,2005,6,10516,20,0.0742373265862262,0.00452949300374067,0.0700250113816254
"473",1987,6,2006,6,10516,20,0.0782049533218895,0.00404851444600269,0.0744578826895743
"474",1988,6,2007,6,10516,20,0.0346641909037593,0.00476794840911466,0.0300394691337114
"475",1989,6,2008,6,10516,20,0.0460716677549837,0.0157293699228355,0.0308271901090551
"476",1990,6,2009,6,10516,20,0.0385411485676493,0.0145390715429549,0.0243561934639812
"477",1991,6,2010,6,10516,20,0.0427695943900248,0.0134373088731866,0.0297318009090086
"478",1992,6,2011,6,10516,20,0.0721559263054002,0.0162339631632904,0.0568447791935634
"479",1993,6,2012,6,10516,20,0.0663192283879929,0.0121326785795065,0.0548520521263618
"480",1987,9,2006,9,10530,20,0.0241630759163403,0.0234527628592013,0.000727371938728431
"481",1988,9,2007,9,10530,20,0.00555989544690694,0.00189453705544914,0.003672315729687
"482",1989,9,2008,9,10530,20,0.00656485356913751,0.00378711855884099,0.00278829461257131
"483",1990,9,2009,9,10530,20,0.239711701452721,0.00698394767656075,0.234364543485102
"484",1991,9,2010,9,10530,20,0.365518350654886,0.0863469426238228,0.305555162079559
"485",1992,9,2011,9,10530,20,0.212083313003236,0.0538356787915341,0.167251745457474
"486",1993,9,2012,9,10530,20,0.226744767142804,0.0540698623627381,0.182545092824055
"487",1994,9,2013,9,10530,20,0.217693322244326,0.0544119312007491,0.172677084696002
"488",1995,9,2014,9,10530,20,0.300166200000933,0.0916611394417438,0.229545458873183
"489",1996,9,2015,9,10530,20,0.263214600244964,0.07191034972972,0.206126908601483
"490",1997,9,2016,9,10530,20,0.27874875107438,0.0777401845468525,0.217952211686425
"491",1988,3,2007,3,10547,20,0.0274533579613208,0.0156330216407212,0.01200805855993
"492",1988,6,2007,6,10550,20,0.234539096395277,0.177677370656528,0.069147708830713
"493",1989,6,2008,6,10550,20,0.262514541645255,0.186961129191873,0.0929271836391843
"494",1990,6,2009,6,10550,20,0.326873436401941,0.23106198188935,0.124602311572536
"495",1991,6,2010,6,10550,20,0.344678523065116,0.234016043357682,0.144471015022981
"496",1992,6,2011,6,10550,20,0.368401947404123,0.26018504680944,0.146275633018746
"497",1993,6,2012,6,10550,20,0.371442202103803,0.258213431523697,0.152643328137752
"498",1994,6,2013,6,10550,20,0.382718684796012,0.25602595801836,0.170291864538977
"499",1995,6,2014,6,10550,20,0.39463353936042,0.265310983514557,0.176023532330057
"500",1996,6,2015,6,10550,20,0.416399070960734,0.265346087412525,0.205611078849624
"501",1997,6,2016,6,10550,20,0.404301498049827,0.235986191865774,0.220304010728668
"502",1960,1,1979,1,10559,20,0.152584586362303,0.0257574951156147,0.130180207300378
"503",1961,1,1980,1,10559,20,0.168876564126441,0.0184225984232577,0.153277739953573
"504",1962,1,1981,1,10559,20,0.206134864132256,0.0289785055253641,0.182443292568658
"505",1963,1,1982,1,10559,20,0.369185779697923,0.0310321385299998,0.348983340536101
"506",1964,1,1983,1,10559,20,0.367987730482701,0.0267886630239554,0.350590929734663
"507",1965,1,1984,1,10559,20,0.382905949188556,0.015304373220505,0.373314926938706
"508",1966,1,1985,1,10559,20,0.307723686885809,0.000566542435669369,0.307331260651106
"509",1988,3,2007,3,10597,20,0.226136264269158,0.000728870070425731,0.225571806737395
"510",1989,3,2008,3,10597,20,0.191006014329051,0.00938364142236255,0.183342795961363
"511",1960,12,1979,12,10604,20,0.358233044452414,0.0678038202873691,0.311553759268329
"512",1961,12,1980,12,10604,20,0.366412104214443,0.0793915851316603,0.311772643446705
"513",1962,12,1981,12,10604,20,0.35775866427844,0.0383382596495114,0.332154635280085
"514",1963,12,1982,12,10604,20,0.344832070124612,0.0428049189268649,0.315533538742319
"515",1964,12,1983,12,10604,20,0.335562888914917,0.0438672097865407,0.305078627272321
"516",1965,12,1984,12,10604,20,0.335625690788163,0.0379228473539404,0.309437598237763
"517",1966,12,1985,12,10604,20,0.260586036902116,0.0454053602182474,0.225415760487682
"518",1967,12,1986,12,10604,20,0.351097490342658,0.142311487753537,0.243428703553773
"519",1968,12,1987,12,10604,20,0.349657072829616,0.145563392926361,0.238863454835176
"520",1969,12,1988,12,10604,20,0.284646510369306,0.204170681586412,0.101121970403548
"521",1970,12,1989,12,10604,20,0.212534354814208,0.148146354041426,0.0755857547575883
"522",1971,12,1990,12,10604,20,0.227543844197297,0.163231803021057,0.0768576547345262
"523",1972,12,1991,12,10604,20,0.118243646616691,0.0515270508682945,0.0703410632949237
"524",1973,12,1992,12,10604,20,0.0870363068724217,0.048437346392634,0.0405637614438307
